"from_node";"to_node";"label";"title";"roleCount";"is_same_level"
consq_14;imp_23;Leads to;Loss of Sea Ice, Glaciers, and Snow, particularly the melting of Arctic permafrost, can lead to widespread Ecosystem Loss, threatening associated wildlife and human communities (183);1;0
consq_15;imp_15;Triggers;Eutrophication promotes rapid algal growth, which can include toxin-producing species that lead to Harmful Algal Blooms (HABs). (145);1;0
consq_15;imp_17;Causes;Eutrophication (nutrient overload in water) acts as a fertiliser, allowing algae to grow and reproduce rapidly and form dense blooms. (145);1;0
consq_15;imp_28;A result of;Wildfires and Bushfires can contribute to Eutrophication by depositing nutrient-rich ash containing elements such as nitrogen and phosphorus into aquatic systems. This nutrient input can stimulate excessive growth of algae and cyanobacteria, depleting dissolved oxygen levels, causing hypoxic conditions, and degrading water quality (181);1;0
consq_17;consq_18;;Mass Culling can contribute to the persistence of disease in the environment when carcasses are improperly buried or disposed of, creating long-term risks for other animals (163);1;1
consq_17;imp_19;Leads to;Mass Culling leads to Production Shortages by removing large numbers of market-ready animals, disrupting supply chains and creating gaps in the consumer market.;1;0
consq_17;imp_20;Triggers;Mass Culling of Livestock presents major Ethical Dilemmas involving Animal Welfare, Worker Psychological Trauma, Economic Losses, and Public Health priorities, highlighting the need for improved management strategies and alternative methods. (158, 161);1;0
consq_17;imp_6;Causes;Mass Culling of Livestock causes significant Economic Decline, ranging from immediate producer losses to broader market destabilisation, including supply chain disruptions, financial losses, and long-term market volatility.;1;0
consq_18;imp_26;Linked to;Flooding can drive Disease Transmission as standing water creates breeding grounds for disease-carrying insects like mosquitoes, while contaminated floodwaters spread waterborne illnesses such as Leptospirosis (176);1;0
consq_18;imp_29;Results in;Serious Disease Transmission or Outbreaks can spread rapidly as epidemics or pandemics, threatening Human Life across multiple regions if not effectively contained and managed;1;0
consq_18;imp_4;Leads to;Disease Transmission or Outbreaks pose significant risks to Public Health and place substantial pressure on healthcare systems and local economies in affected communities;1;0
consq_18;imp_6;Results in;Disease Outbreaks require substantial resources across multiple sectors, placing strain on the economy. Pandemics such as COVID-19 can cause significant Economic Decline, with long-term disruptions to supply chains and labor markets (195);1;0
consq_19;imp_4;Leads to;Toxic Substances and Chemical Contaminants such as Heavy Metals, PCBs, PBDEs, and Microplastics can enter the food web through bioaccumulation and biomagnification, accumulating in the tissues of organisms consumed by humans and adversely impacting Human Health, including organ damage, immune dysfunction, and physiological disorders (200);1;0
consq_2;consq_10;;Humans and animals can be exposed to hazardous chemicals from contaminated soil through multiple pathways, including direct contact, ingestion, and inhalation (167);1;1
consq_2;consq_11;;Soil Contaminated with Chemicals from Agricultural runoffs such as Pesticides and Herbicides can act as a training ground for bacteria and pathogens to build up antibiotic resistance genes, contributing to Drug/Antibiotic/Antimicrobial Resistance (205, 206);1;1
consq_2;consq_15;;Runoff of nutrients—particularly Nitrogen and Phosphorus from Fertilisers—can enter lakes, estuaries, and coastal waters, triggering Eutrophication. (133);1;1
consq_2;consq_17;;Mass Culling contributes to Soil Contamination as blood and tissue from culled animals can contaminate the soil and surrounding vegetation (162);1;1
consq_2;consq_19;;Contaminants from Soil can be taken up by crops and subsequently accumulate through the food chain, posing risks to humans and animals (165);1;1
consq_2;consq_3;;Soil Contamination contributes to Air Pollution through wind-borne dust carrying contaminated particles, vapor intrusion, physical disturbances such as farming or land clearing, and the emission of gases from polluted soils (167, 168);1;1
consq_2;consq_4;;Polluted Soil leads to Biodiversity Loss by eliminating sensitive species, reducing the diversity of soil organisms and plant life (165);1;1
consq_2;imp_11;Leads to;Soil Contamination kills beneficial soil organisms, disrupts soil ecosystems and plant metabolism, stunting crop growth and leading to Reduced Agricultural Yields;1;0
consq_2;imp_2;Drives;Soil Contamination drives Ecosystem Degradation through cascading effects, including Biodiversity Loss, Soil Fertility Decline, and toxic accumulation in the food chain (169);1;0
consq_2;imp_4;Threatens;Soil Contamination affects Human Health through long-term exposure to persistent chemicals via skin contact or inhalation of dust, contributing to organ damage, increased disease risk, and premature deaths, particularly among vulnerable populations (165);1;0
consq_20;imp_12;Contributes to;Rising Global Temperatures cause seawater to warm and expand through thermal expansion, increasing its volume and contributing to Sea Level Rise (190);1;0
consq_20;imp_13;Leads to;Global Temperature Rise contributes to an increase in Natural Disasters, including tropical Storms, Hurricanes, Cyclones, and Typhoons (191);1;0
consq_20;imp_2;Links to;Ecosystem Degradation or Collapse and Global Warming form a positive feedback loop, where Ecosystem Degradation reduces the capacity of ecosystems to regulate global biogeochemical cycles, thereby accelerating Global Warming. In turn, Global Warming further intensifies Ecosystem Degradation (187);1;0
consq_20;imp_21;Contributes to;Heatwaves contribute to Global Warming by increasing energy consumption (e.g., air conditioning demand) and intensifying heat retention in the atmosphere (173, 174);1;0
consq_20;imp_23;Causes;Rising Global Temperatures are accelerating the melting of Sea Ice, Glaciers, and Snow, posing significant global risks as major ice regions (Greenland, Antarctica, and the Arctic) have been rapidly losing ice mass over the past decade, creating feedback loops that further intensify Global WarmingRising Global Temperatures are accelerating the melting of Sea Ice, Glaciers, and Snow, posing significant global risks as major ice regions (Greenland, Antarctica, and the Arctic) have been rapidly losing ice mass over the past decade, creating feedback loops that further intensify Global Warming (182);1;0
consq_20;imp_23;Results in;Rising Global Temperature results in the melting of Sea Ice and Glaciers, which is particularly pronounced in the Arctic, where a large proportion of the oldest and thickest ice has been lost (182);1;0
consq_20;imp_25;Contributes to;Rising Global Temperatures increase the risk and severity of Droughts by enhancing evaporation from soils, plants, and water bodies, thereby drying the land surface and increasing atmospheric aridity (192);1;0
consq_20;imp_26;Exacerbates;Global Warming increases evaporation and atmospheric moisture, leading to more intense rainfall and a higher risk of Flooding (191);1;0
consq_20;imp_26;Exacerbates;Global Warming intensifies Rainfall and Storms by increasing atmospheric moisture and energy, which raises the risk of Flooding (191);1;0
consq_20;imp_27;Exacerbates;Rising Global Temperatures make Storms and Hurricanes more severe and, in many regions, more frequent by increasing atmospheric moisture and warming ocean surfaces that provide additional energy for their development (191);1;0
consq_20;imp_36;Drives;Rising Global Temperatures drive Marine Heatwaves by increasing ocean heat uptake from solar radiation and enhancing the horizontal transport of heat through ocean currents (185);1;0
consq_3;consq_11;;Air Pollution can exacerbate Drug/Antibiotic/Antimicrobial Resistance by acting as a medium for the dispersal of bacteria and pathogens carrying resistance genes, enabling wider and more rapid spread (206);1;1
consq_3;consq_15;;Atmospheric deposition of Nitrogen adds excess nutrients to the Marine Environment, contributing to Eutrophication. (132);1;1
consq_3;consq_17;;Mass Culling contributes to Air Pollution when carcasses are burned or incinerated, releasing pollutants and particulate matter into the atmosphere (162);1;1
consq_3;consq_5;;Air Pollutants, especially Carbon Dioxide, increase acidity and lower pH levels in lakes, streams, and the ocean, altering habitats for aquatic flora and fauna. (129,131);1;1
consq_3;imp_28;;Wildfires and Bushfires can contribute significantly to Air Pollution, as ash and particulate matter from the fires can be dispersed into the environment and contaminate beaches, freshwater systems, water catchments, and drinking water sources (181);1;0
consq_3;imp_4;Causes;Air Pollution impacts Human Health through exposure to atmospheric contaminants such as dust, fumes, gases, mists, odours, smoke, and vapours, increasing the risk of stroke, heart disease, respiratory disease, lung cancer, pneumonia, and cataracts, with major pollutants of concern including particulate matter (PM), carbon monoxide (CO), ozone (O3), nitrogen dioxide (NO2), and sulphur dioxide (SO2) (170);1;0
consq_4;consq_14;;Loss of Natural Ecosystems leads to Biodiversity Loss as organisms lose essential habitats, reducing their ability to survive, reproduce, and maintain stable populations;1;1
consq_4;consq_9;;Habitat Loss and Fragmentation isolate populations and reduce available living space, increasing local extinctions and driving Biodiversity Loss. (134);1;1
consq_4;imp_11;Leads to;Biodiversity Loss leads to the decline and extinction of essential pollinators, reducing Agricultural Yields and contributing to an estimated loss of up to $577 billion in annual global crop output (189);1;0
consq_4;imp_2;Leads to;Biodiversity Loss reduces essential ecosystem services such as pollination, water purification, flood control, and soil fertility, creating cascading effects that can lead to Ecosystem Degradation or even Ecosystem Collapse. (147);1;0
consq_4;imp_2;Links to;Biodiversity Loss and Ecosystem Degradation or Collapse are linked in a reinforcing feedback loop, where Biodiversity Loss weakens ecosystem stability and function, driving Degradation, while Ecosystem Degradation further reduces species populations and habitats, accelerating Biodiversity Loss (187);1;0
consq_4;imp_23;Driven by;Melting Ice, Glaciers, and Snow drive Biodiversity Loss by destroying habitats of cold-adapted species and altering downstream river temperatures and chemistry, disrupting a broader range of species beyond cold-adapted ecosystems (193);1;0
consq_4;imp_28;A result of;Wildfires directly destroy habitats and kill large numbers of wildlife, resulting in Biodiversity Loss (181);1;0
consq_4;imp_3;Driven by;Biodiversity Loss is driven by Species Extinction, as each loss disrupts complex food webs and degrades ecosystems;1;0
consq_5;imp_18;Causes;Ocean Acidification affects a wide range of marine species but disproportionately impacts mollusks, corals, and echinoderms, reducing mollusk larval survival by up to 40%, lowering coral calcification by ~22–32%, and impairing echinoderm development (202);1;0
consq_5;imp_2;Drives;Ocean Acidification reduces the ability of shell-forming organisms such as shellfish and corals to build shells and skeletons, disrupting complex marine food webs and driving Ecosystem Degradation or Collapse (201);1;0
consq_6;consq_20;;Global Temperature Rise (or Global Warming) is a primary component of Climate Change and a major driver of environmental impacts (135);1;1
consq_6;imp_13;Results in;Climate Change increases the intensity and frequency of Natural Disasters and makes Weather Patterns more unpredictable, as rising temperatures enhance evaporation and atmospheric moisture, intensifying extreme rainfall and flooding, while warmer ocean surfaces fuel stronger storms, cyclones, hurricanes, and typhoons (191);1;0
consq_6;imp_25;Exacerbates;Climate Change disrupts water availability, intensifying Water Scarcity and Water Shortages in already water-stressed regions, and increasing the risk and severity of Droughts (191);1;0
consq_6;imp_26;Exacerbates;Climate Change intensifies and increases the frequency of Storms and Rainfall, raising the risk of Flooding (191);1;0
consq_6;imp_27;Exacerbates;Climate Change drives more severe Storms and Hurricanes by warming ocean surfaces, which provide additional energy that fuels their intensity (191);1;0
consq_6;imp_28;Drives;Climate Change and Wildfires have a circular relationship, in which Climate Change increases the frequency and intensity of Wildfires and Bushfires, while Wildfires and Bushfires also contribute to Climate Change by releasing greenhouse gases and reducing forests’ capacity to offset carbon emissions, creating a Climate Feedback Loop (181);1;0
consq_6;imp_4;Contributes to;Climate Change has combined direct and indirect impacts on Human Health through cascading effects, including increased spread of infectious diseases, worsening air pollution, more frequent extreme weather events, and additional environmental and societal pressures (191);1;0
consq_7;imp_31;Drives;Groundwater Depletion drives excessive groundwater extraction to meet demand, lowering water tables and allowing seawater to encroach into aquifers, resulting in Saltwater Intrusion (188);1;0
consq_8;consq_9;;Soil Erosion degrades natural habitats by removing topsoil and destabilizing land, contributing to Habitat Fragmentation and Habitat Loss (175);1;1
consq_8;imp_12;Caused by;Sea Level Rise accelerates Soil Erosion by elevating baseline water levels, allowing waves and tides to reach further inland and exert greater erosive force on coastlines (175);1;0
consq_8;imp_6;Contributes to;Soil Erosion, especially when combined with Flooding, can damage infrastructure by undermining foundations and destabilizing land, affecting roads, bridges, sewage systems, power plants, and other critical facilities (175);1;0
consq_9;consq_14;;Habitat Loss and Habitat Fragmentation can lead to broader Ecosystem Loss if not mitigated or managed effectively;1;1
consq_9;imp_23;A result of;Sea Ice, Glaciers, and Snow provide critical habitats for many species, and their melting leads to Habitat Loss and Habitat Fragmentation, disrupting ecosystems and the species that depend on them (183);1;0
iCountry_1;item_1;Top Consumer & Top Importer & Significant Producer;U.S. is the largest Consumer market for Joint Health Supplements (3). U.S. is the largest Importer of Joint Health Supplements (~33% of global shipments) (3). U.S. is a notable Producer of Joint Health Supplements (48, 67);3;0
iCountry_1;item_2;Top Producer;The US is a major Producer of Gummies, including both flavored confectionery and dietary supplement varieties (48, 107, 108);1;0
iCountry_11;item_1;Significant Consumer;The EU is a notable Consumer of Joint Health Supplements, ~20% of global market share (5);1;0
iCountry_2;item_1;Significant Exporter;Australia is a major Exporter of Joint Health Supplements (67);1;0
iCountry_32;item_2;Significant Producer;Germany is a traditional hub for confectionery production and a major Producer of gummy candies, best known for the brand Haribo (48, 107, 108);1;0
iCountry_4;item_1;Top Producer & Top Exporter;China is the largest Supplier and Manufacturer of Joint Health Supplements, ~80% of global production (1). China is the largest Exporter of Joint Health Supplements, also largest share in US imports (~77%) (2);2;0
iCountry_4;item_2;Top Producer;China is one of the largest Producers of gummies globally, leading in both flavored confectionery and dietary supplement varieties (48, 107, 108);1;0
iCountry_6;item_1;Significant Consumer & Significant Producer;Japan is a significant Consumer of Joint Health Supplements due to aging population (2). Japan is a major Producer of Joint Health Supplements in Asia-Pacific (2);2;0
iCountry_6;item_2;Recognised Producer;Japan is a notable Producer of Gummies, known for unique flavors and textures, producing both confectionery and dietary supplement varieties (48, 107);1;0
iCountry_7;item_1;Significant Producer & Significant Exporter;India is a major Producer and Exporter of Joint Health Supplements (4). India is a major Exporter of Joint Health Supplements (48, 67);2;0
iCountry_9;item_1;Significant Importer;Vietnam is a significant Importer of Joint Health Supplements (~18% of global shipments) (3, 67);1;0
icCountry_1;ind_1;Global Leader & Top Exporter;The US has the largest Corn Farming industry, producing ~354.19M tonnes, with ~57.79M tonnes exported (2022-2023) (9, 38). The US is the largest Exporter of Corn, ~US$14.3B, 2024 (8);2;0
icCountry_1;ind_10;Significant Grower;The US has a major Cattle Farming industry, with a large herd (~92.08M, 2022) and leading Beef Production despite a smaller head count than India, Brazil, and China (50);1;0
icCountry_1;ind_11;Significant Processor;The US ranks among the top 5 in annual Cattle Slaughter, ~30.9M head (2025) (96);1;0
icCountry_1;ind_17;Significant Grower;The US has a significant Pig Farming industry, ranking among the top producers globally, though far behind China, with a pig population of ~74.5M (2021-2025) (94, 95);1;0
icCountry_1;ind_18;Recognised Processor;The US ranks among the top in Swine Slaughter, after China and the EU, with ~131.8M pigs killed/year (97);1;0
icCountry_1;ind_20;Top Importer;The US is the leading Importer of Live Bovines by both value and head count (~$2.99B, ~2M head, 2024) (84);1;0
